text,to,decision,From,year
86.1.1 Expedite ratification of the Convention against Torture its Optional Protocol (United Kingdom);,india,unknown,United Kingdom,2008
"86.2   Continue to fully involve the national civil society in the follow-up to the UPR of India, as was done for its preparation (United Kingdom);",india,unknown,United Kingdom,2008
60.12   Review urgently the use of death penalty with a view to a moratorium and abolition (United Kingdom);,japan,consider,United Kingdom,2008
60.13.3 Review the daiyo kangokuî system in order to ensure that the detention procedure is consistent with its obligations under human rights law and implement the Committee against TortureÍs recommendation with regard to external monitoring of police custody (United Kingdom);,japan,consider,United Kingdom,2008
60.26   Fully involve civil society in the follow-up to the UPR process at the national level (United Kingdom);,japan,consider,United Kingdom,2008
"64.24  That the National Security Act be brought in line with international standards regarding clarity of criminal law, and that active steps be taken to introduce alternatives to military service for conscientious objectors (United Kingdom);",korea,consider,United Kingdom,2008
64.25  The withdrawal of the reservation on article 22 of the International Covenant on Civil and Political Rights within a specific timeframe (United Kingdom);,korea,consider,United Kingdom,2008
64.26  To ratify the Optional Protocol to the Convention against Torture (United Kingdom);,korea,consider,United Kingdom,2008
"56.5   To take further steps to combat all discriminatory and harmful cultural practices, including FGM, that prevent women and girls from enjoying their human rights (United Kingdom);",mali,support,United Kingdom,2008
106.39   That civil society be fully involved in the follow-up to the Universal Periodic Review process (United Kingdom);,pakistan,consider,United Kingdom,2008
52.3.1 to abolish death the penalty (United Kingdom);,peru,consider,United Kingdom,2008
52.9.2 The TRC implementation should also take into account the situation of vulnerable groups and institutional reforms (United Kingdom);,peru,consider,United Kingdom,2008
"52.20.1 and to involve civil society, including NGOs, academics, and research institutions in the follow-up work to this review, as noted in the national report of Peru (United Kingdom). );",peru,consider,United Kingdom,2008
"58.12   While noting the involvement of civil society in the preparatory process of the national report, to fully involve civil society in the follow-up to the review (United Kingdom);",philippines,consider,United Kingdom,2008
"54.5   Recommended to Poland to consider forming twinning relationships or partnerships with countries that have been through a process of legal reforms on minority issues to work closely with them on the legal, technical and institutional challenges involved in introducing change (United Kingdom);",poland,consider,United Kingdom,2008
58.2  To take all necessary steps to ensure that relevant Romanian legislation is in conformity with its international undertakings (United Kingdom);,romania,consider,United Kingdom,2008
58.26  To consider urgently improvements to conditions for psychiatric patients (United Kingdom);,romania,consider,United Kingdom,2008
58.27  To undertake further measures to improve sexual and reproductive health especially for marginalized groups (United Kingdom);,romania,consider,United Kingdom,2008
67.7.2 ratify the Optional Protocol to the Convention against Torture at the earliest opportunity (United Kingdom);,southafrica,consider,United Kingdom,2008
"67.20   Recommended to South Africa to continue to promote and protect the right of all persons to equality without discrimination based on sexual orientation, at both the national and international levels (United Kingdom);",southafrica,consider,United Kingdom,2008
"82.11  That civil society organizations, including those from multi-ethnic communities and conflict affected areas in Sri LankaÍs north and east, be involved in the follow-up to the UPR process (United Kingdom of Great Britain and Northern Ireland);",srilanka,support,United Kingdom,2008
56.4   To continue to consult stakeholders in the follow-up to the Universal Periodic Review outcome (United Kingdom);,switzerland,support,United Kingdom,2008
57.20   To take additional steps to ensure that same-sex couples are not discriminated  (United Kingdom);,switzerland,consider,United Kingdom,2008
63.30  To continues cooperating with civil society in the implementation of the outcome process (United Kingdom);,tonga,support,United Kingdom,2008
57.8  To mainstream tackling racism throughout its departments and in its policy-making (United Kingdom);,ukraine,support,United Kingdom,2008
57.20  Further progress on the recommendation of the Committee against Torture  to set up an independent oversight mechanism for investigating torture (United Kingdom);,ukraine,support,United Kingdom,2008
57.23  To undertake further work regarding the independence of the judiciary and corruption in the judiciary and across the executive (United Kingdom);,ukraine,support,United Kingdom,2008
58.1  That further measures be put in place to ensure that the cultural and traditional beliefs practiced in customary law applied by the Local Courts do not lead to discrimination against women (United Kingdom);,zambia,support,United Kingdom,2008
