text,to,decision,From,year
96.1  Sign the Optional Protocol to the Convention against Torture (France);,afghanistan,consider,France,2009
93.37   Recognize the centrality of human rights and the rule of law in its approach to improving public security (New Zealand) );,mexico,support,New Zealand,2009
93.38   Ensure that the rights of detainees are respected (New Zealand)  );,mexico,support,New Zealand,2009
93.39   Evaluate the use of arraigo” (Ireland) );,mexico,support,Ireland,2009
"93.40   Carry out a prompt implementation of the judicial reform to ensure that complaints in cases of torture, arbitrary detention and forced disappearances are exhaustively investigated (Peru);",mexico,support,Peru,2009
"93.40.1 Carry out a prompt implementation of the judicial reform to ensure that complaints in cases of torture, arbitrary detention and forced disappearances are exhaustively investigated in strict conformity with international human rights standards and adequately involve civil society in this process (Italy) );",mexico,support,Italy,2009
"93.41   Continue working towards the professionalization and the modernization of the judicial system in all areas, including law enforcement and administration of justice (Palestine) );",mexico,support,Palestine,2009
"93.42   Allocate sufficient financial and human resources for the implementation of the new system of public security and criminal justice, including adequate dissemination of information for users as well as the respective training of judges and lawyers (Chile);",mexico,support,Chile,2009
93.42.1 devote sufficient resources to the criminal justice and prison systems in an effort to reduce the sentencing backlog (Ireland) );,mexico,support,Ireland,2009
"93.43   Fully investigate all allegations of human rights violations committed by elements of the military and security forces, including the adoption of recommendations made by Mexico National Human Rights Commission (Canada)  );",mexico,support,Canada,2009
93.44   Fully investigate abuses and human rights violations by law enforcement officials in prisons and ensure that perpetrators are duly punished (Portugal);,mexico,support,Portugal,2009
93.44.1 investigate all allegations of human rights violations particularly in relation to persons who were detained during police operations and ensure that perpetrators are properly brought to justice and punished (Uzbekistan) );,mexico,support,Uzbekistan,2009
93.45   Combat impunity as one of the Government’s priorities (Belgium);,mexico,support,Belgium,2009
93.45.1 Combat impunity as one of the Government’s priorities and make a concerted effort to tackle it nationwide (United Kingdom) );,mexico,support,United Kingdom,2009
"93.46   Investigate and prevent impunity in cases of human rights violations committed by law enforcement officials, throughout the national territory (Cuba);",mexico,support,Cuba,2009
"93.46.1 seriously deal with the allegation of systematic and excessive use of force and torture by law enforcing agencies, to end the culture of impunity (Bangladesh);",mexico,support,Bangladesh,2009
"93.46.2 Investigate the alleged cases of torture and other human rights abuses  committed by police, military and security personnel and put an end to the climate of impunity (Azerbaijan);",mexico,support,Azerbaijan,2009
"93.46.3 step up efforts to halt torture and ill-treatment, eradicate impunity for such acts and ensure that alleged perpetrators are brought to justice (Denmark) );",mexico,support,Denmark,2009
"93.47   Take firm action to eliminate corruption and impunity in the judicial, security and executive branches (Pakistan);",mexico,support,Pakistan,2009
93.47.1 redouble efforts in combating corruption at all levels (Cuba);,mexico,support,Cuba,2009
93.47.2 strengthen measures against corruption and police excesses (Italy);,mexico,support,Italy,2009
93.47.3 and continue to develop and ensure an effective policy in combating organized crime and corruption (Belarus) );,mexico,support,Belarus,2009
"93.48   Adopt necessary measures to eradicate impunity for human rights violations, particularly against women and indigenous population (Bolivia);",mexico,support,Bolivia,2009
"93.48.1 Adopt necessary measures to eradicate impunity for human rights violations, particularly against and journalists. (Sweden)  );",mexico,support,Sweden,2009
"93.49   Place high on the agenda the human rights of indigenous peoples when addressing questions of impunity; and improve access to justice for indigenous peoples, including by strengthening public defense for indigenous peoples and providing better translation services (Finland) );",mexico,support,Finland,2009
93.50   Fight against organized crime through effective policies (Turkey);,mexico,support,Turkey,2009
"93.50.1 Fight against organized crime through effective policies and strengthen and share with countries of the region the Government’s policies and strategies to combat organized crime at the regional level, and continue regional workshops to share experience for the transfer of knowledge in systems of public security and criminal justice (Honduras)  );",mexico,support,Honduras,2009
93.51   Include human rights aspects in all training programmes and extend them to all police units (Italy);,mexico,support,Italy,2009
