text,to,decision,From,year
"94.73. Stop and redress the violation of Roma childrenÍs rights to education and freedom from discrimination in policy, law and practice to ensure that anti-discrimination policies can be effectively implemented in practice (Iran (Islamic Republic of));",czechrepublic,consider,Iran,2012
94.74. Take necessary measures aimed at eliminating all discriminatory treatment on the basis of sexual orientation or gender identity (Argentina);,czechrepublic,consider,Argentina,2012
94.75. Work towards the equal status of same sex couples starting with legal recognition of same sex couples (Netherlands);,czechrepublic,consider,Netherlands,2012
94.76. Allow NGOs and other actors to bring discrimination cases to court in order to secure increased access to justice for victims of discrimination (Norway);,czechrepublic,consider,Norway,2012
"94.77. Investigate all allegations on the use of torture and cruel treatment by law enforcement officers, hold the perpetrators legally responsible and provide compensation to victims (Belarus);",czechrepublic,consider,Belarus,2012
94.78. Adopt effective measures to address the problem of overcrowding of the penitentiary centres and ensure adequate conditions for detainees (Uzbekistan);,czechrepublic,consider,Uzbekistan,2012
94.79. Adopt measures to reduce overcrowding in penitentiary centres (Cuba);,czechrepublic,consider,Cuba,2012
94.80. Consider to review the three-year time limit in the statute of limitations for bringing compensation claims in cases of coercive or non-consensual sterilizations in order to extend it (Greece);,czechrepublic,consider,Greece,2012
94.81. Establish a roadmap with clear timelines to finalise the cases of sterilization of Roma women without consent and ensure adequate compensation and reparation for such women (South Africa);,czechrepublic,consider,South Africa,2012
94.82. Adopt measures to ensure the payment of compensations to victims of forced sterilization (Spain);,czechrepublic,consider,Spain,2012
94.83. Continue efforts to eliminate human trafficking and promote the protection of victims (Costa Rica);,czechrepublic,consider,Costa Rica,2012
"94.84. Ensure that all victims of trafficking regardless of their migration status have access to and benefit from programmes that provide support, rehabilitation and assistance (Mexico);",czechrepublic,consider,Mexico,2012
94.85. Continue to strengthen Government policies to ensure children are not exploited or trafficked (Namibia);,czechrepublic,consider,Namibia,2012
94.86. Provide capacity-building to law enforcement officials on the identification of child victims of commercial sexual exploitation and on measures to protect children from commercial sexual exploitation (Lichtenstein);,czechrepublic,consider,Liechtenstein,2012
"94.87. Provide capacity-building to law enforcement officials as well as workers on the identification of child victims of commercial sexual exploitation and on measures to protect children from commercial sexual exploitation, for instance, child-friendly procedures within the justice system (Iran (Islamic Republic of));",czechrepublic,consider,Iran,2012
"94.88. Take measures to combat domestic violence, in particular against children, including the usage of corporal punishment (Russian Federation);",czechrepublic,consider,Russia,2012
"94.89. Explicitly prohibit all corporal punishment of children in all settings, including in the home (Lichtenstein);",czechrepublic,consider,Liechtenstein,2012
94.90. Explicitly prohibit corporal punishment of children in all settings (Hungary);,czechrepublic,consider,Hungary,2012
"94.91. Develop more effective programmes to support families, care institutions and foster families by paying special attention to the rights of children and adolescents (Russian Federation);",czechrepublic,consider,Russia,2012
"94.92. Further educate and train the appropriate professional groups to raise awareness among the vulnerable groups and establish cooperation with additional institutions and organizations, namely as regards worker exploitation (Republic of Moldova);",czechrepublic,consider,Moldova,2012
"94.93. Expedite the adoption of a social housing policy that will include the most vulnerable segments of society, such as minorities, in particular Roma as well as persons who live in conditions of extreme poverty, persons with disabilities, migrants and refugees (South Africa);",czechrepublic,consider,South Africa,2012
94.94. Continue its efforts at all Government levels to give women of all ages access to all information and all services necessary to take informed  decisions based on their needs regarding reproductive health (Paraguay);,czechrepublic,consider,Paraguay,2012
94.95. Confirm the commitment by the Ministry of Education to implement the National Action Plan for Inclusive Education (Palestine);,czechrepublic,consider,Palestine,2012
"94.96. Take measures to ensure the effective implementation of the National Action Plan for Inclusive Education (NAPIE) by ensuring that adequate funding is made available and that concrete targets are set to ensure that all children, including Roma, are provided with equal access and equal opportunity to education (Canada);",czechrepublic,consider,Canada,2012
94.97. Undertake appropriate measures in the education sphere to further focus on the effective integration and development of disadvantaged children (Sri Lanka);,czechrepublic,consider,Sri Lanka,2012
94.98. Take appropriate steps to ensure inclusive education in Czech schools. (Norway);,czechrepublic,consider,Norway,2012
94.99. Redouble its efforts in the comprehensive implementation of the National Plan of Action for Inclusive Education (Indonesia);,czechrepublic,consider,Indonesia,2012
94.100. Fully implement the 2010 National Action Plan for Inclusive Education by mainstreaming Romani students whenever possible (United States of America);,czechrepublic,consider,United States,2012
94.101. That the Ministry of Education fully implement the National Plan of Action for Inclusive Education for Roma children in school (Belgium);,czechrepublic,consider,Belgium,2012
