text,to,decision,From,year,notes
"70.51   Strengthen existing measures to guarantee the adequate functioning of the penitentiary system, including training of personnel, effective separation of executive and judicial powers, establishment of mechanisms for accountability and separation of the civil and military systems of administration of justice (Mexico);",equatorialguinea,support,Mexico,2010,
"70.52   Undertake a comprehensive reform of the institutions and judicial systems, including  revision of the national criminal law and reform of the judiciary, with a view to complying with the international instruments to which it is a State party, including the International Covenant on Civil and Political Rights (ICCPR) (Sweden);",equatorialguinea,support,Sweden,2010,
70.53   Maintain its policy with regard to access to justice and envisage setting up a justice system for minors (Algeria);,equatorialguinea,support,Algeria,2010,
70.54   Take necessary measures to ensure that law enforcement officials receive the necessary training (Turkey);,equatorialguinea,support,Turkey,2010,
"70.55   Respect the right of the opposition members to travel freely, to hold meetings, to express their views and to have access to the media without discrimination (Canada);",equatorialguinea,support,Canada,2010,
"70.56   Respect and promote the right to freedom of expression, association and assembly, create an enabling environment for the establishment and operation of non-governmental organizations and media and remove all legal administrative and procedural obstacles which prevent this (Netherlands);",equatorialguinea,support,Netherlands,2010,
"70.57   Promote political dialogue with all sectors of society, including civil society, with a view to enhancing the contribution of these sectors to the development process (Ghana);",equatorialguinea,support,Ghana,2010,
"70.58   Promote the establishment of a legal framework in accordance with international human rights obligations that would allow the development of pluralistic, free and independent media, and free access to information, including to foreign media (Spain);",equatorialguinea,support,Spain,2010,
"70.59   Promote the establishment of pluralistic, free and independent media and ensure the protection of and respect for the independence of the press and freedom of opinion and expression of journalists; (Switzerland)   );",equatorialguinea,support,Switzerland,2010,
70.60   Continue its efforts for the promotion of the role of women within the Government and elected bodies (Algeria);,equatorialguinea,support,Algeria,2010,
"70.61   Devote an adequate share of the national budget to social policies, prioritizing measures that improve access to food, health, education, housing, water and sanitation, especially for the most vulnerable (Italy);",equatorialguinea,support,Italy,2010,
"70.62   Increase the level of social investment in accordance with the Extractive Industries Transparency Initiative with a view to guaranteeing the progressive realization of economic, social and cultural rights by establishing priorities to eradicate poverty and guaranteeing access to basic social necessities (Spain);",equatorialguinea,support,Spain,2010,
70.63   Pave the way for implementation of the Extractive Industries Transparency Initiative involving all groups of society (Norway);,equatorialguinea,support,Norway,2010,
"70.64   Progressively implement economic, social and cultural rights, notably by ensuring the appropriate level of social expenditures (Angola);",equatorialguinea,support,Angola,2010,
70.65   Progressively realize economic and social rights and fulfil its obligation to dedicate maximum available resources to addressing the basic economic and social needs of its population (Portugal);,equatorialguinea,support,Portugal,2010,
70.66   Establish a unified national policy to reduce poverty (Brazil);,equatorialguinea,support,Brazil,2010,
70.67   Implement the national plan with a number of guidelines on economic and social policy in order to reduce poverty and improve living conditions of the population in the country (Azerbaijan);,equatorialguinea,support,Azerbaijan,2010,
70.68   Strengthen measures aimed at poverty eradication (South Africa);,equatorialguinea,support,South Africa,2010,
70.69   Continue implementing the national strategy for combating poverty and seek the necessary assistance in this regard (Sudan);,equatorialguinea,support,Sudan,2010,
"70.70   Allocate necessary resources to the education and health sectors in order to achieve the Millennium Development Goals, reaching at a minimum the regional average level of investment in these sectors, while ensuring data collection that allows progress to be measured (Canada);",equatorialguinea,support,Canada,2010,
