text,to,decision,From,year,notes
"143.157. Amend the provisions concerning offences against national security which could restrict freedom of expression, including on the Internet, particularly articles 79, 88 and 258 of the Penal Code, to ensure its compliance with Viet NamÕs international obligations, including ICCPR (Canada);",vietnam,consider,Canada,2014,
"143.158. Take the necessary measures to protect freedom of expression and press freedom, including through the Internet (Brazil);",vietnam,consider,Brazil,2014,
"143.159. Undertake measures enabling unrestricted access and use of the Internet to all citizens and undertake measures to guarantee the freedom of opinion and expression to everyone, as well as the freedom of press and media in the country (Estonia);",vietnam,consider,Estonia,2014,
"143.160. Take measures to ensure the effective protection of the right to freedom of expression and information, as well as the independence of the media, and release all human rights defenders, journalists, and religious and political dissidents detained for the peaceful expression of their opinion (Czech Republic);",vietnam,consider,Czech Republic,2014,
"143.161. Guarantee the right to freedom of expression both offline and online, and bring Decree 72 into line with international human rights obligations (Austria);",vietnam,consider,Austria,2014,
"143.162. Give individuals, groups and organs of society the legitimacy and recognition to promote human rights and express their opinions or dissent publicly (Norway);",vietnam,consider,Norway,2014,
143.163. Ensure that its legal framework allows for free and independent operation of national and international media in accordance with its international human rights obligations under ICCPR (Norway);,vietnam,consider,Norway,2014,
"143.164. In line with its previous commitments, take all measures to ensure that freedom of expression, including on the Internet, is fully guaranteed in law and practice by bringing its legislation in line with the obligations of Viet Nam under ICCPR (Hungary);",vietnam,consider,Hungary,2014,
"143.165. Create conditions favourable to the realization of freedom of expression, both online and offline, freedom of association, and freedom of religion and belief (Poland);",vietnam,consider,Poland,2014,
"143.166. Ensure that freedom of expression is protected both offline and online and amend or remove vague provisions in the penal code, as well as new legislation to make sure that limitations on freedom of expression are strictly in line with ICCPR (Sweden);",vietnam,consider,Sweden,2014,
"143.167. Ensure a favourable environment for the activities of human rights defenders, journalists and other civil society actors (Tunisia);",vietnam,consider,Tunisia,2014,
143.168. Implement in a more effective manner the recommendations guaranteeing the right to freedom of expression (Chile);,vietnam,consider,Chile,2014,
"143.169. Encourage strengthening of NGOs by promoting a legal, administrative and fiscal framework in which such institutions can be created and developed and perform their activities without any obstacles and with freedom of expression (Spain);",vietnam,consider,Spain,2014,
"143.170. Maintain the momentum of development of the mass media, including the Internet, so as to protect freedom of expression (Pakistan);",vietnam,consider,Pakistan,2014,
143.171. Fulfil its obligation under ICCPR and fully guarantee the freedom of assembly and freedom of expression on the Internet as well as offline to all its citizens (Germany);,vietnam,consider,Germany,2014,
"143.172. Take measures to ensure freedom of association, peaceful assembly and demonstration (France);",vietnam,consider,France,2014,
143.173. Facilitate the development of a safe and enabling environment for all civil society actors to freely associate and express their views by ensuring that national legislative provisions are not invoked to stifle legitimate and peaceful dissent (Ireland);,vietnam,consider,Ireland,2014,
"143.174. Take concrete steps to create a friendly environment for NGOs, including by easing their registration requirements (Czech Republic);",vietnam,consider,Czech Republic,2014,
143.175. Enact laws to provide for and regulate freedom of assembly and peaceful demonstration in line with ICCPR (Australia);,vietnam,consider,Australia,2014,
143.176. Adopt measures to end prosecution of peaceful protesters (Greece);,vietnam,consider,Greece,2014,
"143.177. Enhance equal political participation of its citizens, including by taking steps towards multi-party democracy (Czech Republic);",vietnam,consider,Czech Republic,2014,
"143.178. Deepen grass-roots democracy and better facilitate the right of the people to participate in the formulation and implementation of policies, such as the participation of political and social organizations in the field of human rights (Myanmar);",vietnam,consider,Myanmar,2014,
"143.179. Undertake measures to enhance the participation of women in legislative, judicial and executive bodies (Pakistan);",vietnam,consider,Pakistan,2014,
143.180. Protect internationally recognized workersÕ rights and enforce laws prohibiting forced labour (United States of America);,vietnam,consider,United States,2014,
143.181. Pursue efforts to create new job opportunities and to promote a legal framework for the labour market (Syrian Arab Republic);,vietnam,consider,Syria,2014,
"143.182. Study and develop a more effective and convenient public service system, especially in social insurance, education and training, health care and legal assistance (Timor-Leste);",vietnam,consider,Timor-Leste,2014,
"143.183. Continue to make every effort to promote economic and social development, further increase the level of social security and better promote peopleÕs livelihood (China);",vietnam,consider,China,2014,
143.184. Increase resources from the State budget and mobilize more financial resources from international cooperation to implement policies on social security (Timor-Leste);,vietnam,consider,Timor-Leste,2014,
143.185. Improve access by disadvantaged groups to social security (State of Palestine);,vietnam,consider,Palestine,2014,
"143.186. Continue implementing policies and programmes to assist poor people, improve their standard of living and ensure their access to social services (Syrian Arab Republic);",vietnam,consider,Syria,2014,
143.187. Continue appropriate measures to ensure the realization of the socioeconomic rights of its people and to provide adequate resources for vulnerable groups facing economic challenges (Islamic Republic of Iran);,vietnam,consider,Iran,2014,
"143.188. Continue its efforts to improve access to education, housing and health-care services (Singapore);",vietnam,consider,Singapore,2014,
"143.189. Focus on mitigating income inequalities, providing equal opportunities in education and employment, and improving social security and health services for all segments of the population (Turkey);",vietnam,consider,Turkey,2014,
143.190. Continue to take measures to guarantee poverty reduction and universal access to health services and education (Cuba);,vietnam,consider,Cuba,2014,
143.191. Extend the scope of health insurance coverage for poor families (Kyrgyzstan);,vietnam,consider,Kyrgyzstan,2014,
143.192. Exert greater efforts to further reduce the child mortality rate (Ethiopia);,vietnam,consider,Ethiopia,2014,
143.193. Ensure education free of charge in practice (Kyrgyzstan);,vietnam,consider,Kyrgyzstan,2014,
"143.194. Improve its efforts on educational reform towards a comprehensive education policy with a particular focus on vulnerable groups, including children, person with disabilities and minorities (Islamic Republic of Iran);",vietnam,consider,Iran,2014,
